verb,verb - main semantic class,verb - second semantic class,verb - third semantic class,verb - tense
"przypomnieć komuś, że_",mówienia,pamięciowy,epistemiczny,brak
"przypomnieć komuś, że_",mówienia,pamięciowy,epistemiczny,future
"przypomnieć komuś, że_",mówienia,pamięciowy,epistemiczny,past
"przypomnieć komuś, że_",mówienia,pamięciowy,epistemiczny,brak
"przypomnieć komuś, że_",mówienia,pamięciowy,epistemiczny,past
"przypomnieć komuś, że_",mówienia,pamięciowy,epistemiczny,past
"przypomnieć komuś, że_",mówienia,pamięciowy,epistemiczny,present
"przypomnieć komuś, że_",mówienia,pamięciowy,epistemiczny,brak
"przypomnieć komuś, że_",mówienia,pamięciowy,epistemiczny,brak
"przypomnieć komuś, że_",mówienia,pamięciowy,epistemiczny,brak
"przypomnieć komuś, że_",mówienia,pamięciowy,epistemiczny,brak
"przypominać sobie, że_",pamięciowy,epistemiczny,,past
"przypominać sobie, że_",pamięciowy,epistemiczny,,past
"przypominać sobie, że_",pamięciowy,epistemiczny,,present
"przypominać sobie, że_",pamięciowy,epistemiczny,,present
"przypomnieć sobie, że_",pamięciowy,epistemiczny,,past
"przypomnieć sobie, że_",pamięciowy,epistemiczny,,future
"przypomnieć sobie, że_",pamięciowy,epistemiczny,,past
"przypuszczać, że_",epistemiczny,,,present
"przypuszczać, że_",epistemiczny,,,past
"przypuszczać, że_",epistemiczny,,,past
"przypuszczać, że_",epistemiczny,,,past
"przypuszczać, że_",epistemiczny,,,present
"przypuszczać, że_",epistemiczny,,,present
"przypuszczać, że_",epistemiczny,,,present
"przypuszczać, że_",epistemiczny,,,brak
"przypuszczać, że_",epistemiczny,,,present
"przypuszczać, że_",epistemiczny,,,present
"przyrzekać, że_",mówienia,,,present
"przyrzekać, że_",mówienia,,,present
"przysiąc, że_",mówienia,,,past
"przysiąc, że_",mówienia,,,past
"przysiąc, że_",mówienia,,,present
"przysięgać, że_",mówienia,,,present
"przyznać się, że_",mówienia,,,past
"przyznać się, że_",mówienia,,,future
"przyznać się, że_",mówienia,,,past
"przyznać, że_",mówienia,,,brak
"przyznać, że_",mówienia,,,past
"przyznać, że_",mówienia,,,past
"przyznać, że_",mówienia,,,past
"przyznać, że_",mówienia,,,past
"przyznać, że_",mówienia,,,present
"przyznać, że_",mówienia,,,present
"przyznać, że_",mówienia,,,past
"przyznać, że_",mówienia,,,past
"przyznać, że_",mówienia,,,future
"przyznać, że_",mówienia,,,past
"przyznać, że_",mówienia,,,future
"przyznać, że_",mówienia,,,present
"przyznać, że_",mówienia,,,past
"przyznać, że_",mówienia,,,future
"przyznać, że_",mówienia,,,past
"przyznać, że_",mówienia,,,past
"przyznać, że_",mówienia,,,past
"przyznać, że_",mówienia,,,future
"przyznać, że_",mówienia,,,future
"przyznać, że_",mówienia,,,past
"przyznać, że_",mówienia,,,past
"przyznać, że_",mówienia,,,past
"przyznać, że_",mówienia,,,past
"przyznać, że_",mówienia,,,present
"przyznać, że_",mówienia,,,past
"przyznać, że_",mówienia,,,brak
"przyznać, że_",mówienia,,,present
"przyznać, że_",mówienia,,,brak
"przyznać, że_",mówienia,,,present
"przyznać, że_",mówienia,,,future
"przyznawać się, że_",mówienia,,,present
"przyznawać, że_",mówienia,,,past
"przyznawać, że_",mówienia,,,present
"przyznawać, że_",mówienia,,,present
"przyznawać, że_",mówienia,,,present
"przyznawać, że_",mówienia,,,present
"przyznawać, że_",mówienia,,,present
"przyznawać, że_",mówienia,,,present
"przyznawać, że_",mówienia,,,past
"przyznawać, że_",mówienia,,,present
"przyznawać, że_",mówienia,,,present
"przyznawać, że_",mówienia,,,present
"przyznawać, że_",mówienia,,,present
"przyznawać, że_",mówienia,,,present
"przyznawać, że_",mówienia,,,present
"przyznawać, że_",mówienia,,,present
"przyznawać, że_",mówienia,,,present
"radzić, że_",mówienia,,,present
"radzić, że_",mówienia,,,present
"radzić, że_",mówienia,,,present
"rechotać, że_",mówienia,emotywny,epistemiczny,present
"reklamować, że_",mówienia,,,past
"rozczulić, że_",emotywny,epistemiczny,,past
"rozmawiać, że_",mówienia,,,past
"rozumieć, że_",epistemiczny,,,present
"rozumieć, że_",epistemiczny,,,present
"rozumieć, że_",epistemiczny,,,present
"rozumieć, że_",epistemiczny,,,present
"rozumieć, że_",epistemiczny,,,present
"rozumieć, że_",epistemiczny,,,present
"rozumieć, że_",epistemiczny,,,present
"rozumieć, że_",epistemiczny,,,present
"rozumieć, że_",epistemiczny,,,present
"rozumieć, że_",epistemiczny,,,present
"rozumieć, że_",epistemiczny,,,present
"rozumieć, że_",epistemiczny,,,present
"rozumieć, że_",epistemiczny,,,present
"rozumieć, że_",epistemiczny,,,present
"sądzić, że_",epistemiczny,,,present
"sądzić, że_",epistemiczny,,,past
"sądzić, że_",epistemiczny,,,present
"sądzić, że_",epistemiczny,,,present
"sądzić, że_",epistemiczny,,,present
"sądzić, że_",epistemiczny,,,brak
"sądzić, że_",epistemiczny,,,present
"sądzić, że_",epistemiczny,,,present
"sądzić, że_",epistemiczny,,,present
"sądzić, że_",epistemiczny,,,present
"sądzić, że_",epistemiczny,,,present
"sądzić, że_",epistemiczny,,,present
"sądzić, że_",epistemiczny,,,present
"sądzić, że_",epistemiczny,,,present
"sądzić, że_",epistemiczny,,,present
"sądzić, że_",epistemiczny,,,present
"sądzić, że_",epistemiczny,,,present
"sądzić, że_",epistemiczny,,,past
"sądzić, że_",epistemiczny,,,present
"sądzić, że_",epistemiczny,,,present
"sądzić, że_",epistemiczny,,,present
"sądzić, że_",epistemiczny,,,present
"sądzić, że_",epistemiczny,,,present
"sądzić, że_",epistemiczny,,,present
"skarcić, że_",mówienia,,,brak
"skarżyć się, że_",mówienia,emotywny,,present
"skarżyć się, że_",mówienia,emotywny,,present
"skłamać, że_",mówienia,,,past
"skrzyczeć, że_",mówienia,emotywny,,past
"[p] słychać, że_[przyroda]",percepcyjny,,,brak
"słyszeć, że_[mowa]",percepcyjny,mówienia,,present
"słyszeć, że_[mowa]",percepcyjny,mówienia,,past
"słyszeć, że_[mowa]",percepcyjny,mówienia,,present
"słyszeć, że_[mowa]",percepcyjny,mówienia,,present
"słyszeć, że_[mowa]",percepcyjny,mówienia,,past
"słyszeć, że_[mowa]",percepcyjny,mówienia,,past
"słyszeć, że_[mowa]",percepcyjny,mówienia,,past
"słyszeć, że_[mowa]",percepcyjny,mówienia,,past
"słyszeć, że_[mowa]",percepcyjny,mówienia,,past
"słyszeć, że_[mowa]",percepcyjny,mówienia,,past
"słyszeć, że_[mowa]",percepcyjny,mówienia,,past
"słyszeć, że_[mowa]",percepcyjny,mówienia,,past
"słyszeć, że_[mowa]",percepcyjny,mówienia,,past
"słyszeć, że_[mowa]",percepcyjny,mówienia,,past
"słyszeć, że_[mowa]",percepcyjny,mówienia,,present
"słyszeć, że_[mowa]",percepcyjny,mówienia,,past
"spodziewać się, że_",epistemiczny,,,past
"spodziewać się, że_",epistemiczny,,,past
"spodziewać się, że_",epistemiczny,,,past
"spodziewać się, że_",epistemiczny,,,brak
"spodziewać się, że_",epistemiczny,,,past
"spodziewać się, że_",epistemiczny,,,past
"spodziewać się, że_",epistemiczny,,,present
"spodziewać się, że_",epistemiczny,,,past
"spodziewać się, że_",epistemiczny,,,present
"[e] spostrzec, że_",epistemiczny,percepcyjny,,past
"spowodować, że_",przyczynowy,,,present
"spowodować, że_",przyczynowy,,,past
"spowodować, że_",przyczynowy,,,past
"spowodować, że_",przyczynowy,,,past
"spowodować, że_",przyczynowy,,,past
"spowodować, że_",przyczynowy,,,past
"spowodować, że_",przyczynowy,,,future
"spowodować, że_",przyczynowy,,,future
"sprawiać wrażenie, że_",przyczynowy,epistemiczny,,present
"sprawiać, że_",przyczynowy,zdarzeniowy,,present
"sprawiać, że_",przyczynowy,zdarzeniowy,,past
"sprawiać, że_",przyczynowy,zdarzeniowy,,present
"sprawiać, że_",przyczynowy,zdarzeniowy,,present
"sprawiać, że_",przyczynowy,zdarzeniowy,,past
"sprawiać, że_",przyczynowy,zdarzeniowy,,past
"sprawiać, że_",przyczynowy,zdarzeniowy,,present
"sprawiać, że_",przyczynowy,zdarzeniowy,,present
"sprawiać, że_",przyczynowy,zdarzeniowy,,present
"sprawiać, że_",przyczynowy,zdarzeniowy,,present
"sprawiać, że_",przyczynowy,zdarzeniowy,,present
"sprawiać, że_",przyczynowy,zdarzeniowy,,present
"sprawiać, że_",przyczynowy,zdarzeniowy,,present
"sprawiać, że_",przyczynowy,zdarzeniowy,,past
"sprawiać, że_",przyczynowy,zdarzeniowy,,past
"sprawiać, że_",przyczynowy,zdarzeniowy,,past
"sprawiać, że_",przyczynowy,zdarzeniowy,,past
"sprawić, że_",przyczynowy,zdarzeniowy,,past
"sprawić, że_",przyczynowy,zdarzeniowy,,past
"sprawić, że_",przyczynowy,zdarzeniowy,,past
"sprawić, że_",przyczynowy,zdarzeniowy,,past
"sprawić, że_",przyczynowy,zdarzeniowy,,past
"sprawić, że_",przyczynowy,zdarzeniowy,,present
"sprawić, że_",przyczynowy,zdarzeniowy,,present
"sprawić, że_",przyczynowy,zdarzeniowy,,present
"stać się, że_",zdarzeniowy,,,past
"stać się, że_",zdarzeniowy,,,past
"stwierdzać, że_",mówienia,,,present
"stwierdzać, że_",mówienia,,,present
"stwierdzać, że_",mówienia,,,present
"stwierdzać, że_",mówienia,,,present
"stwierdzać, że_",mówienia,,,present
"stwierdzać, że_",mówienia,,,past
"stwierdzać, że_",mówienia,,,present
"stwierdzać, że_",mówienia,,,present
"stwierdzać, że_",mówienia,,,present
"stwierdzać, że_",mówienia,,,present
"stwierdzać, że_",mówienia,,,present
"stwierdzać, że_",mówienia,,,present
"stwierdzać, że_",mówienia,,,present
"stwierdzać, że_",mówienia,,,present
"stwierdzać, że_",mówienia,,,present
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,brak
"stwierdzić, że_",mówienia,,,brak
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,present
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,present
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,brak
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,past
"stwierdzić, że_",mówienia,,,present
"stwierdzić, że_",mówienia,,,present
"stwierdzić, że_",mówienia,,,present
"stwierdzić, że_",mówienia,,,present
"stwierdzić, że_",mówienia,,,present
"stwierdzić, że_",mówienia,,,future
"sugerować, że_",mówienia,,,brak
"sugerować, że_",mówienia,,,present
"sugerować, że_",mówienia,,,brak
"sugerować, że_",mówienia,,,past
"sugerować, że_",mówienia,,,past
"sugerować, że_",mówienia,,,present
"sugerować, że_",mówienia,,,present
"sugerować, że_",mówienia,,,past
"sugerować, że_",mówienia,,,brak
"sygnalizować, że_",mówienia,,,present
"sygnalizować, że_",mówienia,,,present
"szacować, że_",liczenia,epistemiczny,,present
"szacować, że_",liczenia,epistemiczny,,past
"szacować, że_",liczenia,epistemiczny,,present
"szacować, że_",liczenia,epistemiczny,,present
"szacować, że_",liczenia,epistemiczny,,present
"szepnąć, że_",mówienia,,,brak
"szeptać, że_",mówienia,,,present
"śmiać się, że_",mówienia,emotywny,epistemiczny,present
"śmiać się, że_",mówienia,emotywny,epistemiczny,present
"śmiać się, że_",mówienia,emotywny,epistemiczny,past
"śmiać się, że_",mówienia,emotywny,epistemiczny,present
"śmiać się, że_",mówienia,emotywny,epistemiczny,present
"śnić się, że_",epistemiczny,,,past
"śnić się, że_",epistemiczny,,,past
"śnić się, że_",epistemiczny,,,past
"świadczyć, że_",dowodzenia,wnioskowania,epistemiczny,present
"świadczyć, że_",dowodzenia,wnioskowania,epistemiczny,past
"świadczyć, że_",dowodzenia,wnioskowania,epistemiczny,past
"świadczyć, że_",dowodzenia,wnioskowania,epistemiczny,present
"świadczyć, że_",dowodzenia,wnioskowania,epistemiczny,present
"świadczyć, że_",dowodzenia,wnioskowania,epistemiczny,present
"świadczyć, że_",dowodzenia,wnioskowania,epistemiczny,present
"świadczyć, że_",dowodzenia,wnioskowania,epistemiczny,present
"świadczyć, że_",dowodzenia,wnioskowania,epistemiczny,present
"świadczyć, że_",dowodzenia,wnioskowania,epistemiczny,present
"tłuc, że_",mówienia,,,past
"tłumaczyć się, że_",mówienia,,,past
"tłumaczyć, że_",mówienia,,,present
"tłumaczyć, że_",mówienia,,,past
"tłumaczyć, że_",mówienia,,,past
"tłumaczyć, że_",mówienia,,,past
"tłumaczyć, że_",mówienia,,,present
"tłumaczyć, że_",mówienia,,,present
"tłumaczyć, że_",mówienia,,,past
"tłumaczyć, że_",mówienia,,,past
"tłumaczyć, że_",mówienia,,,present
"tłumaczyć, że_",mówienia,,,present
"tłumaczyć, że_",mówienia,,,present
"tłumaczyć, że_",mówienia,,,past
"tłumaczyć, że_",mówienia,,,past
"tłumaczyć, że_",mówienia,,,past
"tłumaczyć, że_",mówienia,,,past
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,past
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,past
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,past
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,past
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,present
"twierdzić, że_",mówienia,,,past
"twierdzić, że_",mówienia,,,past
"ubolewać, że_",emotywny,mówienia,epistemiczny,past
"uczyć, że_",mówienia,,,present
"uczyć, że_",mówienia,,,past
"uczyć, że_",mówienia,,,present
"uczyć, że_",mówienia,,,present
"uczyć, że_",mówienia,,,past
"udać, że_",?,,,brak
"udać, że_",?,,,past
"udawać, że_",?,,,past
"udawać, że_",?,,,past
"udawać, że_",?,,,present
"udawać, że_",?,,,present
"udawać, że_",?,,,past
"udawać, że_",?,,,present
"udawać, że_",?,,,future
"udawać, że_",?,,,present
"udawać, że_",?,,,future
"udawać, że_",?,,,present
"udawać, że_",?,,,present
"udawać, że_",?,,,past
"udawać, że_",?,,,past
"udawać, że_",?,,,past
"udawać, że_",?,,,present
"udawać, że_",?,,,present
"udawać, że_",?,,,present
"udokumentować, że_",dowodzenia,mówienia,,past
"udowadniać, że_",dowodzenia,mówienia,mówienia,present
"udowadniać, że_",dowodzenia,wnioskowania,mówienia,past
"udowadniać, że_",dowodzenia,wnioskowania,mówienia,past
"udowadniać, że_",dowodzenia,wnioskowania,mówienia,present
"udowodnić, że_",dowodzenia,wnioskowania,mówienia,past
"udowodnić, że_",dowodzenia,wnioskowania,mówienia,past
"udowodnić, że_",dowodzenia,wnioskowania,mówienia,past
"udowodnić, że_",dowodzenia,wnioskowania,mówienia,past
"udowodnić, że_",dowodzenia,wnioskowania,mówienia,past
"udowodnić, że_",dowodzenia,wnioskowania,mówienia,past
"udowodnić, że_",dowodzenia,wnioskowania,mówienia,future
"udowodnić, że_",dowodzenia,wnioskowania,mówienia,brak
"ukazać, że_",mówienia,wnioskowania,epistemiczny,present
"umówić się, że_",mówienia,,,past
"unaocznić, że_",mówienia,epistemiczny,percepcyjny,past
"upewnić się, że_",epistemiczny,,,brak
"upewnić się, że_",epistemiczny,,,brak
"upewnić się, że_",epistemiczny,,,brak
"upewnić się, że_",epistemiczny,,,brak
"upewnić się, że_",epistemiczny,,,brak
"upewnić się, że_",epistemiczny,,,brak
"upewnić się, że_",epistemiczny,,,past
"upierać się, że_",mówienia,,,past
"uprzedzić, że_",mówienia,,,past
"uprzedzić, że_",mówienia,mówienia,,present
"uprzytomnić sobie, że_",epistemiczny,,,future
"uprzytomnić sobie, że_",epistemiczny,,,future
"uroić sobie, że_",epistemiczny,wolicjonalny,,past
"usłyszeć, że_[mowa] ",percepcyjny,mówienia,,future
"usłyszeć, że_[mowa] ",percepcyjny,mówienia,,past
"usłyszeć, że_[mowa] ",percepcyjny,mówienia,,present
"usłyszeć, że_[mowa] ",percepcyjny,mówienia,,present
"uspokajać, że_",mówienia,emotywny,,present
"usprawiedliwiać się, że_",mówienia,,,past
"ustalać, że_",epistemiczny,,,present
"ustalić, że_",mówienia,przyczynowy,,past
"ustalić, że_",mówienia,przyczynowy,,brak
"uświadamiać sobie, że_",epistemiczny,,,present
"uświadomić sobie, że_",epistemiczny,,,future
"uświadomić sobie, że_",epistemiczny,,,future
"uświadomić sobie, że_",epistemiczny,,,past
"utrzymywać, że_",mówienia,,,present
"utrzymywać, że_",mówienia,,,present
"utrzymywać, że_",mówienia,,,past
"utrzymywać, że_",mówienia,,,past
"uważać za, że_",epistemiczny,,,past
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,past
"uważać, że_",epistemiczny,,,past
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,past
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,past
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,past
"uważać, że_",epistemiczny,,,past
"uważać, że_",epistemiczny,,,past
"uważać, że_",epistemiczny,,,past
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,brak
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,past
"uważać, że_",epistemiczny,,,past
"uważać, że_",epistemiczny,,,past
"uważać, że_",epistemiczny,,,past
"uważać, że_",epistemiczny,,,past
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,past
"uważać, że_",epistemiczny,,,past
"uważać, że_",epistemiczny,,,past
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,past
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,past
"uważać, że_",epistemiczny,,,past
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,brak
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,brak
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,present
"uważać, że_",epistemiczny,,,future
"uwierzyć, że_",epistemiczny,,,past
"uwierzyć, że_",epistemiczny,,,past
"uwierzyć, że_",epistemiczny,,,present
"uwierzyć, że_",epistemiczny,,,past
"uwierzyć, że_",epistemiczny,,,brak
"uwzględnić, że_",epistemiczny,,,future
"uzasadniać, że_",mówienia,,,brak
"uzmysławiać sobie, że_",epistemiczny,,,past
"uznać coś za coś, że_",epistemiczny,,,present
"uznać, że_",epistemiczny,,,past
"uznać, że_",epistemiczny,,,future
"uznać, że_",epistemiczny,,,past
"uznać, że_",epistemiczny,,,past
"uznać, że_",epistemiczny,,,brak
"uznać, że_",epistemiczny,,,past
"uznać, że_",epistemiczny,,,past
"uznać, że_",epistemiczny,,,past
"uznać, że_",epistemiczny,,,past
"uznać, że_",epistemiczny,,,past
"uznać, że_",epistemiczny,,,past
"uznać, że_",epistemiczny,,,past
"uznać, że_",epistemiczny,,,past
"uznać, że_",epistemiczny,,,past
"uznać, że_",epistemiczny,,,past
"uznać, że_",epistemiczny,,,past
"uznać, że_",epistemiczny,,,past
"uznać, że_",epistemiczny,,,past
"uznać, że_",epistemiczny,,,future
"uznać, że_",epistemiczny,,,future
"uznać, że_",epistemiczny,,,brak
"uznawać, że_",epistemiczny,,,present
"uznawać, że_",epistemiczny,,,present
"uznawać, że_",epistemiczny,,,present
"wątpić, że_",epistemiczny,wolitywny,,present
"wątpić, że_",epistemiczny,wolitywny,,present
"wciskać, że_",mówienia,,,present
"wciskać, że_",mówienia,,,present
"wiadomo, że_",epistemiczny,,,present
"wiadomo, że_",epistemiczny,,,present
"wiadomo, że_",epistemiczny,,,present
"wiadomo, że_",epistemiczny,,,present
"wiadomo, że_",epistemiczny,,,brak
"wiadomo, że_",epistemiczny,,,brak
"wiadomo, że_",epistemiczny,,,past
"wiadomo, że_",epistemiczny,,,past
"wiadomo, że_",epistemiczny,,,past
"wiadomo, że_",epistemiczny,,,present
"wiadomo, że_",epistemiczny,,,present
"wiadomo, że_",epistemiczny,,,brak
"wiadomo, że_",epistemiczny,,,present
"wiadomo, że_",epistemiczny,,,past
"wiadomo, że_",epistemiczny,,,present
"wiadomo, że_",epistemiczny,,,brak
"wiadomo, że_",epistemiczny,,,present
"wiadomo, że_",epistemiczny,,,present
"wiadomo, że_",epistemiczny,,,brak
"wiadomo, że_",epistemiczny,,,past
"wiadomo, że_",epistemiczny,,,present
"wiadomo, że_",epistemiczny,,,present
"wiadomo, że_",epistemiczny,,,brak
"wiadomo, że_",epistemiczny,,,present
"wiadomo, że_",epistemiczny,,,present
"wiadomo, że_",epistemiczny,,,present
"wiadomo, że_",epistemiczny,,,present
"wiadomo, że_",epistemiczny,,,present
"wiadomo, że_",epistemiczny,,,brak
"wiadomo, że_",epistemiczny,,,present
"wiadomo, że_",epistemiczny,,,present
"wiadomo, że_",epistemiczny,,,brak
"wiadomo, że_",epistemiczny,,,brak
"wiadomo, że_",epistemiczny,,,past
"wiadomo, że_",epistemiczny,,,present
"[e] widać, że",epistemiczny,percepcyjny,,brak
"[p] widzieć, że_",percepcyjny,epistemiczny,,past
"[p] widzieć, że_",percepcyjny,epistemiczny,,present
"[p] widzieć, że_",percepcyjny,epistemiczny,,present
"[p] widzieć, że_",percepcyjny,epistemiczny,,past
"[p] widzieć, że_",percepcyjny,epistemiczny,,present
"[p] widzieć, że_",percepcyjny,epistemiczny,,past
"[p] widzieć, że_",percepcyjny,epistemiczny,,present
"[p] widzieć, że_",percepcyjny,epistemiczny,,present
"wiedzieć, że_",epistemiczny,,,brak
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
