,verb,?,czynnościowy,dowodzenia,emotywny,epistemiczny,liczenia,mówienia,nie_wiedzowy,odkrycia,pamięciowy,percepcyjny,przyczynowy,wnioskowania,wolicjonalny,wolitywny,zdarzeniowy,o1+,o1-,o1o,o2+,o2-,o2o
2179,"wyjść na jaw, że_",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0
2192,"wykluczać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2194,"wykluczać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2229,"wyobrazić sobie, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2233,"wyobrazić sobie, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2234,"wyobrażać sobie, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2235,"wyobrażać sobie, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2240,"wyobrażać sobie, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2243,"wypisywać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2249,"wytłumaczyć, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2251,"wyznać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2252,"wziąć pod uwagę, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2253,"wziąć pod uwagę, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2254,"zadeklarować, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2259,"zakładać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2260,"zakładać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2264,"zakładać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2267,"założyć się, że_",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2268,"założyć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2270,"założyć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2275,"założyć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2278,"zapewniać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2282,"zapewniać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2298,"zapewnić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2304,"zapewnić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2305,"zapewnić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2306,"zapisać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2308,"zaplanować, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2320,"zapowiadać się, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2321,"zapowiadać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2326,"zapowiadać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2327,"zapowiedzieć, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2330,"zapowiedzieć, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2333,"zaproponować, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2335,"zaprzeczyć, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2336,"zaręczać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2338,"zarzekać się, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2340,"zarzucać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2342,"zarzucać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2343,"zarzucić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2346,"zastrzec, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2347,"zastrzec, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2349,"zastrzegać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2350,"zasugerować, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2352,"zaświadczać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2355,"zauważać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2370,"zawiadamiać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2372,"zaznaczać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2374,"zaznaczyć, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2375,"zaznaczyć, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2381,"zdać sobie sprawę, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2382,"zdać sobie sprawę, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2386,"zdarzać się, że_",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1
2393,"zdarzać się, że_",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1
2398,"zdarzyć się, że_",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1
2399,"zdawać się, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2400,"zdawać się, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2402,"zdawać się, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2413,"zdawać sobie sprawę, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2415,"zdawać sobie sprawę, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2422,"zdawać sobie sprawę, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2437,"zeznać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2439,"zgadzać się, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2440,"zgadzać się, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2442,"zgłaszać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2443,"[e] zobaczyć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2445,"zgodzić się, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2446,"zobowiązać się, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2447,"zobowiązać się, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2448,"zorientować się, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2450,"zorientować się, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2451,"zreflektować się, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2452,"zrozumieć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2453,"zrozumieć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2467,"zrozumieć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2471,"zwalić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2472,"zważyć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2473,"zważyć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2475,"zwąchać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2494,"[p] zobaczyć, że_",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0
2497,"[p] zobaczyć, że_",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0
2498,"dowiadywać się, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2501,"dowiadywać się, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2505,"[e] poczuć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2541,"[e] widać, że",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2542,"[e] widać, że",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2551,"[p] zauważyć, że_",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0
2561,"[e] widzieć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2563,"[e] widzieć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
